Codigo,Clase,Familia,Descripcion,Tallas,Marca,Color,Composicion,Precio_reg,Precio_final
300512,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY SAFFRON SLIM CLUTCH,10,GUESS FACTORY,CAFE,PVC 100 %.,999,999
300513,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY SAFFRON ZIP AROUND,10,GUESS FACTORY,CAFE,PVC 100 %.,1099,1099
300514,INVIERNO LIGERO,CHAMARRA LIGERA,FM CHAMARRA LIGERA RETRO,70/90/110/130,LULUMARI,NEGRO,POLIESTER 100%.,399,319
300517,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALON DE MEZCLILLA  SKINNY,250/260/270/280/290/300/310/320,BEBE,AZUL,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300518,BOTTOMS JUVENIL,MEZCLILLA,"OTBPANTALON DE MEZCLILLA MARCA REFILL COLOR BLEACH CON WHISKERS FIT RECTO, BOLSAS CARGO",50/70/90/110/130,REFILL,BLEACH,ALGODON 68%. POLIESTER 27%. RAYON 3%. ELASTANO 2%.,479,479
300519,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALON DE MEZCLILLA  SKINNY,250/260/270/280/290/300/310/320,BEBE,AZUL,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300520,INVIERNO LIGERO,CHAMARRA LIGERA,FM CHAMARRA LIGERA RETRO FUCSIA Y AZUL,70/90/110/130,SIN MARCA,FUCSIA,POLIESTER 100%.,399,299
300523,BOLSAS,CRUZADA,BOLSA CRUZADA COLOR VERDE CON STRAP TRENZADO CON EYELET MARCA STRONA FF,10,STRONA FAST FASHION,GREEN,POLYURETHANE 100%.,449,449
300525,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALON DE MEZCLILLA  SKINNY COLOR GRIS,250/260/270/280/290/300/310/320,BEBE,GRIS,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300526,BOLSAS,DE MANO,FW26 BOLSA DE MANO CON SOLAPA AL FRENTE CON 2 TIRAS DEL MISMO MATERIAL EN LA PARTE TRASERA COLOR CHOCOLATE MARCA STRONA FF,10,STRONA FAST FASHION,CHOCOLATE,POLYURETHANE 100 %.,549,549
300528,BOLSAS,DE MANO,"FW26 BOLSA GUINDA SIN ESTRUCTURA TIPO SACO/COSTAL CON BORDE FRUNCIDO Y CINTAS LATERALES PARA AJUSTAR, CON STRAPS PARA USAR COMO HOMBRO",10,STRONA FAST FASHION,CHERRY,POLYURETHANE 100%.,549,549
300536,BOLSAS,DE MANO,FW26 BOLSA DE MANO ESTRUCTURADA SNAKE COLOR VINO CON HERRAJES DORADOS MARCA BEBE DTR,10,SIN MARCA,WINE,SYNTHETIC 100%.,599,599
300538,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALON DE MEZCLILLA CON ABERTURA  PIERNA RECTA  AZUL CLARO,250/260/270/280/290/300/310/320,BEBE,AZUL,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300539,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALON DE MEZCLILLA CON ABERTURA  PIERNA RECTA  COLOR AZUL MEDIO,250/260/270/280/290/300/310/320,SIN MARCA,AZUL,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300545,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY SAFFRON SLIM CLUTCH,10,SIN MARCA,CAFE,PVC 100 %.,999,999
300556,BOLSAS,CRUZADA,FW26 CLON SKU 370170 BOLSA CUADRADA CRUZADA NEGRO CON BOLSA Y ZIPPER DE UN LADO Y DETALLE DE CINTO POR ENFRENTE SAHARA,10,SAHARA,CHOCOLATE,POLYURETHANE 100%.,479,479
300578,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY SAFFRON ORGANIZADOR DE TELÉFONO,10,GUESS FACTORY,NEGRO,PVC 100 %.,1199,1199
300580,BOTTOMS JUVENIL,MODA,PANTALON A LA CINTURA COLOR GRIS,70/90/110/130,DEREK HEART,GRIS,COTTON 100%.,399,199
300583,BOTTOMS JUVENIL,MODA,PANTALON A LA CINTURA COLOR VERDE,70/90/110/130,DEREK HEART,VERDE,COTTON 100%.,399,219
300584,BOTTOMS JUVENIL,MODA,PANTALON FIT CARGO COLOR BLANCO CON ELASTICO EN TOBILLOS,70/90/110/130,DEREK HEART,WHITE,COTTON 100%.,399,199
300585,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY SAFFRON SLIM CLUTCH,10,GUESS FACTORY,NEGRO,PVC 100 %.,999,699
300591,BOTTOMS JUVENIL,MODA,PANTALON FIT CARGO COLOR TAN CON ELASTICO EN TOBILLOS,70/90/110/130,DEREK HEART,ARENA,COTTON 100%.,399,99
300601,BOTTOMS JUVENIL,MODA,PANTALON TIPO FLEECE PANT CON BOLSAS CARGO Y CINTURON,70/90/110/130,DEREK HEART,CREMA,POLIESTER 100%.,399,179
300603,BOTTOMS JUVENIL,GABARDINA,PANTALON GABARDINA CON TRES BOTONES COLOR OLIVO,70/90/110/130,BOY LONDON,OLIVO,ALGODON 66%. POLIESTER 32%. ELASTANO 2%.,349,229
300604,BOTTOMS JUVENIL,MODA,PANTALON TIPO FLEECE PANT CON BOLSAS CARGO Y CINTURON,70/90/110/130,DEREK HEART,GRIS,POLIESTER 100%.,399,399
300606,BOTTOMS JUVENIL,MODA,PANTALON TIPO FLEECE PANT CON BOLSAS CARGO Y CINTURON,70/90/110/130,DEREK HEART,SAND,POLIESTER 100%.,399,279
300610,BOTTOMS JUVENIL,MODA,PANTALON TIPO FLEECE PANT CON BOLSAS CARGO Y CINTURON,70/90/110/130,DEREK HEART,BLACK,POLIESTER 100%.,399,279
300611,BOTTOMS JUVENIL,MODA,PANTALON FIT CARGO CON ELASTICO EN TOBILLOS,70/90/110/130,DEREK HEART,CREMA,POLIESTER 100%.,349,349
300612,BOTTOMS JUVENIL,MODA,PANTALON FIT CARGO CON ELASTICO EN TOBILLOS,70/90/110/130,DEREK HEART,GRIS,POLIESTER 100%.,349,349
300613,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALON DE MEZCLILLA  CON ABERTURA  PIERNA RECTA  COLOR GRIS,250/260/270/280/290/300/310/320,BEBE,GRIS,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300614,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY HALLOW SLIM CLUTCH,10,GUESS FACTORY,NEGRO,PVC 100 %.,999,699
300615,BOTTOMS JUVENIL,MODA,PANTALON TROUSER COLOR NEGRO,70/90/110/130,DEREK HEART,BLACK,POLIESTER 95%. SPANDEX 5%.,449,199
300617,ACCESORIOS,CARTERA,ECOMM: CARTERA REMY SLG PHONE ORGANIZER COLOR CAFÉ ESTAMPADO,10,GUESS FACTORY,CAFE,PVC 100%.,1199,1199
300618,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY HALLOW SLIM CLUTCH,10,GUESS FACTORY,CAFE,PVC 100 %.,999,699
300619,BOTTOMS JUVENIL,MODA,PANALON ACAMPANADO CINTO GRUESO COLOR BLANCO,70/90/110/130,DEREK HEART,BLANCO,POLIESTER 96%. SPANDEX 4%.,269,189
300624,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALON DE MEZCLILLA  CORTE ACAMPANADO  COLOR NEGRO,250/260/270/280/290/300/310/320,BEBE,NEGRO,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300625,BOLSAS,CRUZADA,FW26 BOLSA RECTANGULAR DE NYLON CON STRAPS DE PU Y TEXITL CON AROS Y DETALLES METALICOS PLATEADOS Y LLAVERO DE CINTA,10,REFILL,OLIVE,SYNTHETIC 100%.,399,399
300628,BOTTOMS JUVENIL,MODA,PANTALON ACAMPANADO CINTO GRUESO COLOR BROWN,70/90/110/130,DEREK HEART,CAFE CLARO,POLIESTER 96%. SPANDEX 4%.,269,149
300629,BOTTOMS JUVENIL,MODA,PANTALON ACAMPANADO CINTO GRUESO COLOR NEGRO,70/90/110/130,DEREK HEART,BLACK,POLIESTER 96%. SPANDEX 4%.,269,199
300630,BOTTOMS JUVENIL,MODA,PANTALON DE PIERNA ANCHA CON BOLSAS EN PIERNAS COLOR NEGRO,70/90/110/130,GOLD NATION,BLACK,POLIESTER 95%. SPANDEX 5%.,294,294
300631,VERANO JUVENIL,FALDA,"FM FALDA JUVENIL, LUCKY BRAND, COLOR NEGRO",50/70/90/110/130,LUCKY BRAND,NEGRO,ALGODON 100%.,349,179
300633,BOTTOMS JUVENIL,MODA,PANTALON JOGGER COLOR BLACK,70/90/110/130,GOLD NATION,BLACK,POLIESTER 95%. SPANDEX 5%.,329,169
300634,BOTTOMS JUVENIL,MODA,PANTALON JOGGER COLOR PINK,70/90/110/130,GOLD NATION,NOSTALGIA ROSE,POLIESTER 95%. SPANDEX 5%.,329,199
300635,BOTTOMS JUVENIL,MODA,PANTALON JOGGER COLOR GRIS CON BOLSAS TIPO CARGO,70/90/110/130,GOLD NATION,GRIS,POLIESTER 95%. SPANDEX 5%.,299,219
300638,BOTTOMS JUVENIL,MODA,PANTALON JOGGER COLOR OLIVO CON BOLSAS TIPO CARGO,70/90/110/130,GOLD NATION,OLIVO,POLIESTER 95%. SPANDEX 5%.,299,149
300640,BOTTOMS JUVENIL,MODA,PANTALON JOGGER COLOR CAFE,70/90/110/130,GOLD NATION,CAFE,POLIESTER 95%. SPANDEX 5%.,299,199
300643,BOTTOMS JUVENIL,MODA,PANTALON JOGGER COLOR GRIS CLARO,70/90/110/130,GOLD NATION,GRIS CLARO,POLIESTER 95%. SPANDEX 5%.,299,219
300645,BOTTOMS JUVENIL,LEGGING,LEGGING CON BANDA GRUESA EN CINTURA COLOR VIOLETA,70/90/110/130,GOLD NATION,VIOLET,POLIESTER 88%. SPANDEX 12%.,279,149
300651,BOLSAS,DE MANO,ECOMM BOLSA DE MANO MARCA WESTIES FAMILIANISDAO,10,SIN MARCA,BEIGE,POLIURETANO 100%.,1899,1899
300654,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY ZAKARIA ORGANIZADOR DE TELÉFONO,10,GUESS FACTORY,NEGRO,PVC 100 %.,1199,829
300656,BOTTOMS JUVENIL,LEGGING,LEGGING CON BANDA GRUESA EN CINTURA COLOR NEGRO,70/90/110/130,GOLD NATION,GREEN,POLIESTER 88%. SPANDEX 12%.,269,269
300658,PLAYERA JUVENIL,PLAYERA REGULAR SM,FM PLAYERA MC  ACTION GEAR OVER EST,70/90/110/130,ACTION GEAR,GRIS,ALGODON 50 %. POLIESTER 50 %.,129,89
300664,BLUSA JUVENIL,MODA MC,BLUSA CON DISEÑO MARCA AMERICAN EAGLE COLOR AZUL Y DISEÑO EN LA CINTURA,50/70/90/110/130,AMERICAN EAGLE OUTFITTERS,BLUE,ALGODON 60%. POLIESTER RECICLADO 40%.,599,599
300667,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY ZAKARIA ORGANIZADOR DE TELÉFONO,10,GUESS FACTORY,BEIGE,PVC 100 %.,1199,1199
300669,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM PLAYERA MC  ACTION GEAR OVER EST,70/90/110/130,ACTION GEAR,VARIOS,ALGODON 50 %. POLIESTER 50 %.,139,49
300677,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALON DE MEZCLILLA   SKINNY  COLOR GRIS,250/260/270/280/290/300/310/320,BEBE,GRIS,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300679,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALON DE MEZCLILLA   ESTILO CARGO  AZUL MEDIO,250/260/270/280/290/300/310/320,BEBE,AZUL,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300686,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM PLAYERA MC  ACTION GEAR MC CR,70/90/110/130,ACTION GEAR,MORADO,ALGODON 50 %. POLIESTER 50 %.,89,39
300698,BOTTOMS JUVENIL,MEZCLILLA,"FM JEANS JUVENIL, LUCKY BRAND, COLOR NEGRO",30/50/70/90,LUCKY BRAND,NEGRO,ALGODON 100%.,399,249
300701,BOTTOMS JUVENIL,MEZCLILLA,"FM JEANS JUVENIL, LUCKY BRAND,COLOR AZUL MEZCLILLA",50/70/90/110,LUCKY BRAND,AZUL MEZCLILLA,ALGODON 100%.,399,399
300706,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY AMARANTHTA ORGANIZADOR DE TELÉFONO,10,GUESS FACTORY,NEGRO,POLIURETANO 100 %.,1199,1199
300707,VESTIDO JUVENIL,VESTIDO NOCHE,VESTIDO MAXI DE TIRANTES COLOR CAFE,70/90/110/130,DEREK HEART,BROWN,POLIESTER 95%. SPANDEX 5%.,369,179
300709,BLUSA JUVENIL,BASICA ML,BLUSA ML SAHARA FAS FASHION  CON CINTAS DE AMARRE,70/90/110/130,SAHARA FAST FASHION,NEGRO,VISCOSA 86%. POLIAMIDA 14%.,299,129
300710,BOLSAS,CRUZADA,ECOMM BOLSA GUESS FACTORY ZINNIA CROSSBODY TOP ZIP,10,GUESS FACTORY,NEGRO,PVC 100 %.,1899,1899
300713,VESTIDO JUVENIL,VESTIDO NOCHE,VESTIDO ASIMETRICO DE TIRANTES COLOR VERDE,70/90/110/130,DEREK HEART,GREEN,POLIAMIDA 86%. METAL 14%.,239,189
300714,ACCESORIOS,CARTERA,ECOMM CARTERA GUESS FACTORY CARACARA SLG SMALL ZIP AROUND,10,GUESS FACTORY,CAFE CLARO,PVC 100 %.,1099,1099
300720,VESTIDO JUVENIL,VESTIDO NOCHE,VESTIDO ASIMETRICO DE TIRANTES COLOR DORADO,70/90/110/130,DEREK HEART,GOLD,POLIAMIDA 86%. METAL 14%.,349,169
300724,VESTIDO JUVENIL,VESTIDO NOCHE,VESTIDO MAXI DE TIRANTES COLOR OLIVO,70/90/110/130,DEREK HEART,OLIVO,POLIESTER 95%. SPANDEX 5%.,369,299
300725,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY AMARANTHTA ORGANIZADOR DE TELÉFONO,10,GUESS FACTORY,CAFE,POLIURETANO 100%.,1199,1199
300730,BOLSAS,CRUZADA,FW26 BOLSA CRUZADA CON DOBLE CIERRE COLOR CAFE  CON HERRAJES DORADOS MARCA SAHARA,10,SAHARA,BROWN,POLYURETHANE 100%.,399,399
300741,BOTTOMS JUVENIL,MEZCLILLA,"FM JEANS JUVENIL, LUCKY BRAND, COLOR AZUL MEZCLILLA",50/70/90/110/130,LUCKY BRAND,AZUL MEZCLILLA,ALGODON 100%.,399,249
300743,BOTTOMS JUVENIL,MEZCLILLA,ECOMM  PANTALÓN DE MEZCLILLA ESTILO CARGO . COLOR AZUL OSCURO,250/260/270/280/290/300/310/320,BEBE,AZUL,ALGODON 70%. POLIESTER 28%. ELASTANO 2%.,499,499
300745,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY AMARANTHTA ORGANIZADOR DE TELÉFONO,10,GUESS FACTORY,ROJO,POLIURETANO 100 %.,1199,1199
300748,VESTIDO JUVENIL,VESTIDO NOCHE,VESTIDO TIRANTES CUELLO ALTO COLOR COBRE,70/90/110/130,DEREK HEART,COBRE,POLIAMIDA 73%. METAL 27%.,369,229
300750,VESTIDO JUVENIL,VESTIDO NOCHE,VESTIDO TIRANTES CUELLO ALTO COLOR NEGRO,70/90/110/130,DEREK HEART,BLACK,POLIAMIDA 73%. METAL 27%.,369,299
300754,BOTTOMS JUVENIL,MEZCLILLA,"FM BERMUDA JUVENIL, LUCKY BRAND, COLORES VARIOS",50/70/90/110/130,LUCKY BRAND,VARIOS,ALGODON 100%.,369,299
300755,PLAYERA JUVENIL,PLAYERA REGULAR MC,ECOMM  PLAYERA MANGA CORTA MARCA LEVIS THE PERFECT TEE LSA_FLOWER _MX COLOR AZUL 173692323,50/70/90/110/130,LEVIS,AZUL,ALGODON 100 %.,299,299
300756,INVIERNO,SUDADERA GRUESA,FM  SUDADERA  MANDALORIAN,70/90/110/130,SIN MARCA,ROSA,ALGODON ORGANICO 50 %. POLIESTER 50 %.,199,99
300760,SOBREPRENDA,CHAMARRA LIGERA MODA,"FM CHAMARRA JUVENIL, LUCKY BRAND, COLORES VARIOS",50/70/90/110,LUCKY BRAND,VARIOS,ALGODON 100%.,449,339
300761,SOBREPRENDA,CHAMARRA LIGERA MODA,"FM CHAMARRA JUVENIL, LUCKY BRAND, COLOR NEGRO",50/70/90/110,LUCKY BRAND,NEGRO,ALGODON 100%.,499,499
300763,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO LARGO MANGA CORTA DOBLE CUELLO V COLOR BLANCO,70/90/110/130,DEREK HEART,WHITE,POLIESTER 95%. SPANDEX 5%.,349,349
300766,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY AINE CLUTCH,10,GUESS FACTORY,NEGRO,POLIURETANO 100 %.,1099,779
300767,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY AINE CLUTCH,10,GUESS FACTORY,CAFE,PVC 100 %.,1099,549
300770,INVIERNO,SUDADERA GRUESA,FM  SUDADERA  MANDALORIAN,70/90/110/130,SIN MARCA,GRIS,ALGODON 50 %. POLIESTER 50 %.,229,119
300774,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR DISNEY,70/90/110/130,SIN MARCA,GRIS,ALGODON 100 %.,99,25
300781,ACCESORIOS,CARTERA,ECOMM: CARTERA REMY SLG SLIM CLUTCH COLOR AMARILLO CLARO,10,GUESS FACTORY,AMARILLO,PVC 100%.,1099,1099
300795,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR MANDALORIAN,70/90/110/130,SIN MARCA,BLANCO,ALGODON 100 %.,99,39
300796,SOBREPRENDA,CHALECO  VERANO,"FM CHALECO JUVENIL, LUCKY BRAND, COLOR NEGRO",50/70/90/110,LUCKY BRAND,NEGRO,ALGODON 100%.,399,299
300798,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY ZINNIA SLIM CLUTCH,10,GUESS FACTORY,NEGRO,PVC 100 %.,999,999
300807,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR MANDALORIAN,70/90/110/130,SIN MARCA,BLANCO,ALGODON 100 %.,119,49
300808,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY ZINNIA SLIM CLUTCH,10,GUESS FACTORY,ROSA,PVC 100 %.,999,999
300814,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO LARGO MANGA CORTA DOBLE CUELLO V COLOR VERDE,70/90/110/130,DEREK HEART,VERDE,POLIESTER 95%. SPANDEX 5%.,349,139
300815,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR MANDALORIAN,70/90/110/130,SIN MARCA,GRIS,ALGODON 100 %.,119,49
300826,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO LARGO SIN MANGAS CUELLO ALTO COLOR VERDE,70/90/110/130,DEREK HEART,VERDE,POLIESTER 95%. SPANDEX 5%.,299,199
300829,PLAYERA JUVENIL,PLAYERA REGULAR MC,"FM PLAYERA JUVENIL MC, LUCKY BRAND, COLORES VARIOS",50/70/90/110,LUCKY BRAND,VARIOS,ALGODON 100%.,179,119
300838,PLAYERA JUVENIL,PLAYERA REGULAR MC,"FM PLAYERA JUVENIL MC, LUCKY BRAND, COLORES VARIOS",50/70/90/110,LUCKY BRAND,VARIOS,ALGODON 100%.,179,99
300839,ACCESORIOS,CARTERA,ECOM CARTERA GUESS FACTORY ZINNIA SLIM CLUTCH,10,GUESS FACTORY,CAFE,PVC 100 %.,999,999
300840,PLAYERA JUVENIL,PLAYERA REGULAR MC,"FM PLAYERA JUVENIL MC, LUCKY BRAND, COLORES VARIOS",50/70/90/110,LUCKY BRAND,VARIOS,ALGODON 100%.,179,179
300843,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO CORTO CUELLO ALTO SIN MANGAS COLOR DORADO,70/90/110/130,DEREK HEART,GOLD,POLIESTER 95%. SPANDEX 5%.,349,99
300853,BOLSAS,CRUZADA,"FW26 BOLSA CRUZADA DE LONA COLOR NEGRO CON CHARM AL FRENTE , STRAP DE PLASTICO Y HERRAJES PLATA MARCA REFILL",10,REFILL,BLACK,POLYURETHANE 100 %.,449,449
300855,PLAYERA JUVENIL,PLAYERA REGULAR MC,ECOMM  PLAYERA MANGA CORTA MARCA LEVIS THE PERFECT TEE LSA_LEVI&APOS;S COSMOS _MX COLOR AZUL 173692324,50/70/90/110/130,LEVIS,AZUL,ALGODON 100 %.,299,299
300859,BOLSAS,CRUZADA,FW26 BOLSA CRUZADA DE PU CON SOLAPA CON CIERRE DE IMAN METALICO DORADO  INCLUYE STRAP EXTRA PARA UTILIZAR COMO BOLSA DE HOMBRO COLOR NEGRA,10,JENNIFER LOPEZ,BLACK,SYNTHETIC 100 %.,499,499
300860,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR MANDALORIAN,70/90/110/130,SIN MARCA,ROSA,ALGODON 100 %.,119,49
300861,BOLSAS,CRUZADA,"FW26 BOLSA CRUZADA DE NYLON CON BOLSAS EXTERIORES LATERALES, FRONTAL Y TRASERA DE ZIPPER LLAVERO METALICO DE CORAZON. DE VA A REDUCIR EL TAMAÑO DE 2 A 3 PULGADAS",10,AEROPOSTALE,NAVY,NYLON 100%.,449,449
300880,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO CORTO CUELLO ALTO SIN MANGAS COLOR OLIVO,70/90/110/130,DEREK HEART,OLIVO,POLIESTER 95%. SPANDEX 5%.,349,189
300890,BOLSAS,CRUZADA,ECOMM BOLSA GUESS FACTORY ZINNIA CROSSBODY TOP ZIP,10,GUESS FACTORY,LILA,PVC 100 %.,1899,1899
300891,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR MANDALORIAN,70/90/110/130,SIN MARCA,ROSA,ALGODON 100 %.,119,29
300896,VESTIDO JUVENIL,VESTIDO CASUAL,JUMPSUIT DE TIRANTES CON ESTAMPADO DE FIGURAS COLOR CAFE,70/90/110/130,DEREK HEART,CAFE,POLIAMIDA 73%. METAL 27%.,499,249
300913,VESTIDO JUVENIL,VESTIDO CASUAL,JUMPSUIT DE TIRANTES CON ESTAMPADO DE FIGURAS COLOR NEGRO,70/90/110/130,DEREK HEART,BLACK,POLIAMIDA 73%. METAL 27%.,499,199
300924,BOLSAS,CRUZADA,ECOMMERCE BOLSA CRUZADA COLOR NEGRO MARCA WESTIES,10,WESTIES,NEGRO,POLIESTER 100 %.,1699,1699
300925,BOLSAS,CRUZADA,ECOM BOLSA GUESS FACTORY CARACARA CROSSBODY,10,GUESS FACTORY,BEIGE,POLIURETANO 100 %.,1899,1899
300931,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR ACDC C,70/90/110/130,SIN MARCA,AZUL,ALGODON 100 %.,119,39
300935,VESTIDO JUVENIL,VESTIDO CASUAL,RTF  VESTIDO MIDI CAMISERO MEZCLILLA CINTURON SAHARA COLOR STONE OSCURO,50/70/90/110/130,SAHARA FAST FASHION,STONE,ALGODON 100%.,729,729
300936,VESTIDO JUVENIL,VESTIDO CASUAL,CONJUNTO DE BLUSA MANGA LARGA Y FALDA COLOR NEGRO,70/90/110/130,DEREK HEART,BLACK,POLIESTER 95%. SPANDEX 5%.,499,389
300938,BOTTOMS JUVENIL,MEZCLILLA,FF STRONA SHOT 5 25 JEANS WIDE LEG COLOR STONE,70/90/110/130/150,STRONA FAST FASHION,CHOCOLATE,ALGODON 98%. ELASTANO 2%.,419,419
300939,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO CORTO MANGA LARGA CON ESTAMPADO DE FIGURAS COLOR BLANCO Y NEGRO,70/90/110/130,DEREK HEART,WHITE,POLIESTER 92%. SPANDEX 8%.,299,149
300940,BOLSAS,CRUZADA,ECOM BOLSA GUESS FACTORY CARACARA CROSSBODY,10,GUESS FACTORY,ROJO,POLIURETANO 100 %.,1899,1899
300945,BOLSAS,CRUZADA,ECOM MINI BOLSA GUESS FACTORY LILLY CROSSBODY,10,GUESS FACTORY,NEGRO,POLIURETANO 100 %.,1899,1899
300948,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO CORTO MANGA LARGA COLOR NEGRO,70/90/110/130,DEREK HEART,BLACK,POLIESTER 92%. SPANDEX 8%.,299,299
300949,BOLSAS,CRUZADA,ECOM MINI BOLSA GUESS FACTORY LILLY CROSSBODY,10,GUESS FACTORY,VERDE,POLIURETANO 100 %.,1899,1899
300951,BOLSAS,CRUZADA,"FM ESPOIR TOP ZIP CROSSBODY, GUESS, COLOR BEIGE",10,SIN MARCA,BEIGE,SINTETICO 100%.,2149,2149
300952,BOLSAS,CRUZADA,ECOM MINI BOLSA GUESS FACTORY LILLY CROSSBODY,10,GUESS FACTORY,BEIGE,POLIURETANO 100 %.,1899,1899
300953,BOTTOMS JUVENIL,MEZCLILLA,FF STRONA SHOT 5 25 JEANS WIDE LEG CON LAVADO REMONTADO EN MOSTAZA,70/90/110/130/150,STRONA FAST FASHION,STONE,ALGODON 74%. POLIESTER 24%. ELASTANO 2%.,399,249
300956,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO CORTO MANGA LARGA CUELLO RECTO COLOR VERDE,70/90/110/130,DEREK HEART,GREEN,POLIESTER 92%. SPANDEX 8%.,299,99
300961,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO CORTO MANGA LARGA CUELLO RECTO COLOR NARANJA,70/90/110/130,DEREK HEART,ORANGE,POLIESTER 92%. SPANDEX 8%.,299,149
300968,BLUSA JUVENIL,MODA ML,RTF BLUSA CAMISERA ELASTICO EN RUEDO,50/70/90/110/130,SAHARA FAST FASHION,BLANCO,ALGODON 100 %.,379,379
300971,VESTIDO JUVENIL,VESTIDO CASUAL,VESTIDO CORTO MANGA LARGA CUELLO REDONDO COLOR GRIS,70/90/110/130,DEREK HEART,GREY,POLIESTER 100%.,329,149
300973,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR ALICIA EN EL PAIS DE LAS MARAVILLAS,70/90/110/130,SIN MARCA,BLANCO,ALGODON 100 %.,139,59
300975,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR MICKEY,70/90/110/130,SIN MARCA,GRIS,ALGODON 100 %.,119,49
300977,BOLSAS,CRUZADA,ECOM BOLSA GUESS FACTORY ZINNIA SATCHEL,10,GUESS FACTORY,NEGRO,POLIURETANO 100%.,2099,2099
300978,BOLSAS,CRUZADA,ECOM MINI BOLSA GUESS FACTORY AMARANTHTA CROSSBODY,10,GUESS FACTORY,CAFE,POLIURETANO 100 %.,2099,2099
300980,BOLSAS,CRUZADA,ECOM MINI BOLSA GUESS FACTORY AMARANTHTA CROSSBODY,10,GUESS FACTORY,ROJO,POLIURETANO 100 %.,2099,2099
300983,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,FM    PLAYERA MC CR CAMPANITA,70/90/110/130,SIN MARCA,NEGRO,ALGODON 100 %.,139,69
300984,BOLSAS,CRUZADA,ECOM BOLSA GUESS FACTORY BERYLN CROSSBODY,10,GUESS FACTORY,NEGRO,POLIURETANO 100 %.,2099,2099
300985,BLUSA JUVENIL,MODA MC,"CLON 376618 BLUSA  MODA MC, CON OLANES EN MANG, COLOR HUESO",50/70/90/110/130/150,JENNIFER LOPEZ,HUESO,POLIESTER 96%. SPANDEX 4%.,279,159
